Tracker ID,Unit,Plant,Wiki page,Sponsor,Capacity (MW),Status,Region,Country,Subnational unit (province/state),Latitude,Longitude,Parent
G100824,Bhilai Steel power station Unit 8,Bhilai Steel power station,http://bit.ly/2cXVzjR,NTPC-Sail Power Co Ltd,250,Cancelled,South Asia,India,Chhattisgarh,21.184,81.4237,"NTPC, Steel Authority of India"
G100825,Bhilai Steel power station Unit 9,Bhilai Steel power station,http://bit.ly/2cXVzjR,NTPC-Sail Power Co Ltd,250,Cancelled,South Asia,India,Chhattisgarh,21.184,81.4237,"NTPC, Steel Authority of India"
G100889,Binjkote power station Unit 1,Binjkote power station,http://bit.ly/1eR1hBc,SKS Power Generation Chhattisgarh Ltd,300,Operating,South Asia,India,Chhattisgarh,22.010422,83.205779,SKS Ispat & Power
G100890,Binjkote power station Unit 2,Binjkote power station,http://bit.ly/1eR1hBc,SKS Power Generation Chhattisgarh Ltd,300,Operating,South Asia,India,Chhattisgarh,22.010422,83.205779,SKS Ispat & Power
G100891,Binjkote power station Unit 3,Binjkote power station,http://bit.ly/1eR1hBc,SKS Power Generation Chhattisgarh Ltd,300,Permitted,South Asia,India,Chhattisgarh,22.010422,83.205779,SKS Ispat & Power
G100892,Binjkote power station Unit 4,Binjkote power station,http://bit.ly/1eR1hBc,SKS Power Generation Chhattisgarh Ltd,300,Permitted,South Asia,India,Chhattisgarh,22.010422,83.205779,SKS Ispat & Power
G100919,Birra Thermal Power Project Unit 1,Birra Thermal Power Project,http://bit.ly/1mbjyd1,Hindustan Powerprojects,660,Cancelled,South Asia,India,Chhattisgarh,21.756471,82.782962,HPPPL
G100920,Birra Thermal Power Project Unit 2,Birra Thermal Power Project,http://bit.ly/1mbjyd1,Hindustan Powerprojects,660,Cancelled,South Asia,India,Chhattisgarh,21.756471,82.782962,HPPPL
G100943,BLA Chhattisgarh power station,BLA Chhattisgarh power station,http://bit.ly/1mbjSsm,BLA Power,540,Cancelled,South Asia,India,Chhattisgarh,22.172721,83.353397,BLA Group
G101110,Bunji Bundeli Thermal Power Project,Bunji Bundeli Thermal Power Project,http://bit.ly/1mbjVnP,Chattisgarh State Power Generation,500,Cancelled,South Asia,India,Chhattisgarh,23.652072,82.048187,CSPGCL
G101270,Chakabura 1,Chakabura power station,http://bit.ly/1QksoDU,Acb (India) Ltd,30,Operating,South Asia,India,Chhattisgarh,22.3936527,82.553249,ACB (India) Limited
G101271,Chakabura 2,Chakabura power station,http://bit.ly/1QksoDU,Acb (India) Ltd,30,Operating,South Asia,India,Chhattisgarh,22.3936527,82.553249,ACB (India) Limited
G101277,Champa Adhunik power station,Champa Adhunik power station,http://bit.ly/1mbmUg9,Adhunik Power and Natural Resources,1320,Cancelled,South Asia,India,Chhattisgarh,22.03,82.97,Adhunik Group
G101278,Champa Power Project Unit 1,Champa Power Project,http://bit.ly/1mbou1v,ACB (India) Ltd,600,Cancelled,South Asia,India,Chhattisgarh,22.270035,82.614098,ACB (India) Limited
G101279,Champa Power Project Unit 2,Champa Power Project,http://bit.ly/1mbou1v,ACB (India) Ltd,600,Cancelled,South Asia,India,Chhattisgarh,22.270035,82.614098,ACB (India) Limited
G102336,Dhanras power station Unit 1,Dhanras power station,http://bit.ly/1ekncRm,Dheeru Powergen,350,Cancelled,South Asia,India,Chhattisgarh,22.5,82.55,IDFC Projects
G102337,Dhanras power station Unit 2,Dhanras power station,http://bit.ly/1ekncRm,Dheeru Powergen,350,Cancelled,South Asia,India,Chhattisgarh,22.5,82.55,IDFC Projects
G102338,Dhanras power station Unit 3,Dhanras power station,http://bit.ly/1ekncRm,Dheeru Powergen,350,Cancelled,South Asia,India,Chhattisgarh,22.5,82.55,IDFC Projects
G102339,Dhardai power station,Dhardai power station,http://bit.ly/1mboKgY,JSW ISPAT Steel,1200,Cancelled,South Asia,India,Chhattisgarh,21.878943,82.451606,JSW Group
G102407,Dongamahua Captive Power Plant Unit 1,Dongamahua Captive Power Plant,http://bit.ly/1kppIXb,Jindal Steel & Power Ltd,135,Operating,South Asia,India,Chhattisgarh,22.1279449,83.5359192,Jindal Group
G102408,Dongamahua Captive Power Plant Unit 2,Dongamahua Captive Power Plant,http://bit.ly/1kppIXb,Jindal Steel & Power Ltd,135,Operating,South Asia,India,Chhattisgarh,22.1279449,83.5359192,Jindal Group
G102409,Dongamahua Captive Power Plant Unit 3,Dongamahua Captive Power Plant,http://bit.ly/1kppIXb,Jindal Steel & Power Ltd,135,Operating,South Asia,India,Chhattisgarh,22.1279449,83.5359192,Jindal Group
G102410,Dongamahua Captive Power Plant Unit 4,Dongamahua Captive Power Plant,http://bit.ly/1kppIXb,Jindal Steel & Power Ltd,135,Operating,South Asia,India,Chhattisgarh,22.1279449,83.5359192,Jindal Group
G102411,Dongamahua Captive Power Plant Unit 5,Dongamahua Captive Power Plant,http://bit.ly/1kppIXb,Jindal Steel & Power Ltd,150,Cancelled,South Asia,India,Chhattisgarh,22.1279449,83.5359192,Jindal Group
G102412,Dongamahua Captive Power Plant Unit 6,Dongamahua Captive Power Plant,http://bit.ly/1kppIXb,Jindal Steel & Power Ltd,150,Cancelled,South Asia,India,Chhattisgarh,22.1279449,83.5359192,Jindal Group
G102460,Dr. Shyama Prasad Mukherjee Thermal Power Station Unit 1,Dr. Shyama Prasad Mukherjee Thermal Power Station,http://bit.ly/1Dg7Vjn,Chattisgarh State Power Generation,250,Operating,South Asia,India,Chhattisgarh,22.3681956,82.7219858,CSPGCL
G102461,Dr. Shyama Prasad Mukherjee Thermal Power Station Unit 2,Dr. Shyama Prasad Mukherjee Thermal Power Station,http://bit.ly/1Dg7Vjn,Chattisgarh State Power Generation,250,Operating,South Asia,India,Chhattisgarh,22.3681956,82.7219858,CSPGCL
G102953,Gare Pelma power station Unit 1,Gare Pelma power station,http://bit.ly/1dNMZ4c,Maharashtra State,660,Shelved,South Asia,India,Chhattisgarh,22.1525,83.352778,Maharashtra State
G113381,Gare Pelma power station Unit 2,Gare Pelma power station,http://bit.ly/1dNMZ4c,Maharashtra State,660,Shelved,South Asia,India,Chhattisgarh,22.1525,83.352778,Maharashtra State
G113382,Gare Pelma power station Unit 3,Gare Pelma power station,http://bit.ly/1dNMZ4c,Maharashtra State,660,Shelved,South Asia,India,Chhattisgarh,22.1525,83.352778,Maharashtra State
G113383,Gare Pelma power station Unit 4,Gare Pelma power station,http://bit.ly/1dNMZ4c,Maharashtra State,660,Shelved,South Asia,India,Chhattisgarh,22.1525,83.352778,Maharashtra State
G103070,Godhna power station Phase I Unit 1,Godhna power station,http://bit.ly/1afFbZV,"Karnataka Power Corp Ltd, NTPC Ltd",800,Shelved,South Asia,India,Chhattisgarh,21.826445,82.604828,"KPCL, NTPC"
G103071,Godhna power station Phase I Unit 2,Godhna power station,http://bit.ly/1afFbZV,"Karnataka Power Corp Ltd, NTPC Ltd",800,Shelved,South Asia,India,Chhattisgarh,21.826445,82.604828,"KPCL, NTPC"
G103072,Godhna power station Phase II Unit 1,Godhna power station,http://bit.ly/1afFbZV,"Karnataka Power Corp Ltd, NTPC Ltd",800,Cancelled,South Asia,India,Chhattisgarh,21.826445,82.604828,"KPCL, NTPC"
G103103,Gorra Thermal Power Plant,Gorra Thermal Power Plant,http://bit.ly/1afIbWe,Patni Power Projects,540,Cancelled,South Asia,India,Chhattisgarh,21.89304,83.393583,Patni Power Projects
G103589,Hamirpur power station Unit 1,Hamirpur power station,http://bit.ly/1ifvrPe,Raigarh Energy,300,Cancelled,South Asia,India,Chhattisgarh,22.393333,83.521944,Jayaswal Neco Industries
G103590,Hamirpur power station Unit 2,Hamirpur power station,http://bit.ly/1ifvrPe,Raigarh Energy,300,Cancelled,South Asia,India,Chhattisgarh,22.393333,83.521944,Jayaswal Neco Industries
G103668,Hasdeo Thermal Power Station Unit 1,Hasdeo Thermal Power Station,http://bit.ly/1Dgb42B,Chattisgarh State Power Generation,210,Operating,South Asia,India,Chhattisgarh,22.412536,82.682187,CSPGCL
G103669,Hasdeo Thermal Power Station Unit 2,Hasdeo Thermal Power Station,http://bit.ly/1Dgb42B,Chattisgarh State Power Generation,210,Operating,South Asia,India,Chhattisgarh,22.412536,82.682187,CSPGCL
G103670,Hasdeo Thermal Power Station Unit 3,Hasdeo Thermal Power Station,http://bit.ly/1Dgb42B,Chattisgarh State Power Generation,210,Operating,South Asia,India,Chhattisgarh,22.412536,82.682187,CSPGCL
G103671,Hasdeo Thermal Power Station Unit 4,Hasdeo Thermal Power Station,http://bit.ly/1Dgb42B,Chattisgarh State Power Generation,210,Operating,South Asia,India,Chhattisgarh,22.412536,82.682187,CSPGCL
G103672,Hasdeo Thermal Power Station Unit 5,Hasdeo Thermal Power Station,http://bit.ly/1Dgb42B,Chattisgarh State Power Generation,500,Operating,South Asia,India,Chhattisgarh,22.412536,82.682187,CSPGCL
G112729,Hathneora Captive Power Plant Existing Units,Hathneora Captive Power Plant,http://bit.ly/1xh4NAZ,Prakash Industries Ltd,162,Operating,South Asia,India,Chhattisgarh,22.0035383,82.6689005,Prakash Industries
G103685,Hathneora Captive Power Plant Expansion Unit 1,Hathneora Captive Power Plant,http://bit.ly/1xh4NAZ,Prakash Industries Ltd,100,Shelved,South Asia,India,Chhattisgarh,22.0035383,82.6689005,Prakash Industries
G103686,Hathneora Captive Power Plant Expansion Unit 2,Hathneora Captive Power Plant,http://bit.ly/1xh4NAZ,Prakash Industries Ltd,100,Shelved,South Asia,India,Chhattisgarh,22.0035383,82.6689005,Prakash Industries
G103687,Hathneora Captive Power Plant Expansion Unit 3,Hathneora Captive Power Plant,http://bit.ly/1xh4NAZ,Prakash Industries Ltd,150,Shelved,South Asia,India,Chhattisgarh,22.0035383,82.6689005,Prakash Industries
G103688,Hathneora Captive Power Plant Expansion Unit 4,Hathneora Captive Power Plant,http://bit.ly/1xh4NAZ,Prakash Industries Ltd,150,Shelved,South Asia,India,Chhattisgarh,22.0035383,82.6689005,Prakash Industries
G104829,IFFCO-CSPGCL Thermal Power Project Unit 1,IFFCO-CSPGCL Thermal Power Project,http://bit.ly/1afImRq,IFFCO Chhattisgarh Power,660,Cancelled,South Asia,India,Chhattisgarh,22.920278,82.776944,"Indian Farmers Fertilizer Cooperative (74%), CSPGCL (26%)"
G104830,IFFCO-CSPGCL Thermal Power Project Unit 2,IFFCO-CSPGCL Thermal Power Project,http://bit.ly/1afImRq,IFFCO Chhattisgarh Power,660,Cancelled,South Asia,India,Chhattisgarh,22.920278,82.776944,"Indian Farmers Fertilizer Cooperative (74%), CSPGCL (26%)"
G104945,Jagdalpur Steel captive power station,Jagdalpur Steel captive power station,http://bit.ly/1hUXGSI,NMDC Power,250,Cancelled,South Asia,India,Chhattisgarh,19.0936316,82.1691942,NMDC Limited
G105605,Kasaipalli power station Unit 1,Kasaipalli power station,http://bit.ly/1mbmxC4,ACB (India) Ltd,135,Operating,South Asia,India,Chhattisgarh,22.38895,82.5549,ACB (India) Limited
G105606,Kasaipalli power station Unit 2,Kasaipalli power station,http://bit.ly/1mbmxC4,ACB (India) Ltd,135,Operating,South Asia,India,Chhattisgarh,22.38895,82.5549,ACB (India) Limited
G105615,Katghora 1,Katghora power station,http://bit.ly/1WeV85p,Vandana Vidhyut Ltd,35,Operating,South Asia,India,Chhattisgarh,22.489779,82.6061797,Vandanaa Group
G105700,Khamhar power station,Khamhar power station,http://bit.ly/KnZHeN,AES Chhattisgarh Energy,1440,Cancelled,South Asia,India,Chhattisgarh,21.92771,83.339957,AES
G105861,Korba Essar power station,Korba Essar power station,http://bit.ly/1fnTfPR,Essar Power Ltd,1000,Cancelled,South Asia,India,Chhattisgarh,22.35,82.683,Essar Group
G105862,Korba South Thermal Power Project Unit 1,Korba South Thermal Power Project,http://bit.ly/Ko0BYI,Chattisgarh State Power Generation,500,Cancelled,South Asia,India,Chhattisgarh,22.367321,82.760328,CSPGCL
G105863,Korba South Thermal Power Project Unit 2,Korba South Thermal Power Project,http://bit.ly/Ko0BYI,Chattisgarh State Power Generation,500,Cancelled,South Asia,India,Chhattisgarh,22.367321,82.760328,CSPGCL
G105864,Korba Super Thermal Power Station Unit 1,Korba Super Thermal Power Station,http://bit.ly/1DgaUs1,NTPC Ltd,200,Operating,South Asia,India,Chhattisgarh,22.3874221,82.6818961,NTPC
G105865,Korba Super Thermal Power Station Unit 2,Korba Super Thermal Power Station,http://bit.ly/1DgaUs1,NTPC Ltd,200,Operating,South Asia,India,Chhattisgarh,22.3874221,82.6818961,NTPC
G105866,Korba Super Thermal Power Station Unit 3,Korba Super Thermal Power Station,http://bit.ly/1DgaUs1,NTPC Ltd,200,Operating,South Asia,India,Chhattisgarh,22.3874221,82.6818961,NTPC
G105867,Korba Super Thermal Power Station Unit 4,Korba Super Thermal Power Station,http://bit.ly/1DgaUs1,NTPC Ltd,500,Operating,South Asia,India,Chhattisgarh,22.3874221,82.6818961,NTPC
G105868,Korba Super Thermal Power Station Unit 5,Korba Super Thermal Power Station,http://bit.ly/1DgaUs1,NTPC Ltd,500,Operating,South Asia,India,Chhattisgarh,22.3874221,82.6818961,NTPC
G105869,Korba Super Thermal Power Station Unit 6,Korba Super Thermal Power Station,http://bit.ly/1DgaUs1,NTPC Ltd,500,Operating,South Asia,India,Chhattisgarh,22.3874221,82.6818961,NTPC
G105870,Korba Super Thermal Power Station Unit 7,Korba Super Thermal Power Station,http://bit.ly/1DgaUs1,NTPC Ltd,500,Operating,South Asia,India,Chhattisgarh,22.3881,82.6858,NTPC
G105871,Korba Thermal power station Unit 10,Korba Thermal power station,http://bit.ly/1Dg9wpl,Chattisgarh State Power Generation,120,Operating,South Asia,India,Chhattisgarh,22.383369,82.7194958,CSPGCL
G105872,Korba Thermal power station Unit 5,Korba Thermal power station,http://bit.ly/1Dg9wpl,Chattisgarh State Power Generation,50,Operating,South Asia,India,Chhattisgarh,22.383369,82.7194958,CSPGCL
G105873,Korba Thermal power station Unit 6,Korba Thermal power station,http://bit.ly/1Dg9wpl,Chattisgarh State Power Generation,50,Operating,South Asia,India,Chhattisgarh,22.383369,82.7194958,CSPGCL
G105874,Korba Thermal power station Unit 7,Korba Thermal power station,http://bit.ly/1Dg9wpl,Chattisgarh State Power Generation,50,Operating,South Asia,India,Chhattisgarh,22.383369,82.7194958,CSPGCL
G105875,Korba Thermal power station Unit 8,Korba Thermal power station,http://bit.ly/1Dg9wpl,Chattisgarh State Power Generation,50,Operating,South Asia,India,Chhattisgarh,22.383369,82.7194958,CSPGCL
G105876,Korba Thermal power station Unit 9,Korba Thermal power station,http://bit.ly/1Dg9wpl,Chattisgarh State Power Generation,120,Operating,South Asia,India,Chhattisgarh,22.383369,82.7194958,CSPGCL
G105986,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,http://bit.ly/1eQUkjr,KSK Energy Ventures Pvt Ltd,600,Operating,South Asia,India,Chhattisgarh,21.9602956,82.4090642,KSK Energy Ventures
G105987,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,http://bit.ly/1eQUkjr,KSK Energy Ventures Pvt Ltd,600,Operating,South Asia,India,Chhattisgarh,21.9602956,82.4090642,KSK Energy Ventures
G105988,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,http://bit.ly/1eQUkjr,KSK Energy Ventures Pvt Ltd,600,Operating,South Asia,India,Chhattisgarh,21.9602956,82.4090642,KSK Energy Ventures
G105989,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,http://bit.ly/1eQUkjr,KSK Energy Ventures Pvt Ltd,600,Construction,South Asia,India,Chhattisgarh,21.9602956,82.4090642,KSK Energy Ventures
G105990,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,http://bit.ly/1eQUkjr,KSK Energy Ventures Pvt Ltd,600,Shelved,South Asia,India,Chhattisgarh,21.9602956,82.4090642,KSK Energy Ventures
G105991,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,http://bit.ly/1eQUkjr,KSK Energy Ventures Pvt Ltd,600,Shelved,South Asia,India,Chhattisgarh,21.9602956,82.4090642,KSK Energy Ventures
G105992,KSK Narmada Power Project,KSK Narmada Power Project,http://bit.ly/Ko1xMX,KSK Energy Ventures Pvt Ltd,1800,Cancelled,South Asia,India,Chhattisgarh,22.749905,82.572849,KSK Energy Ventures
G106017,Kukurda power station Unit 1,Kukurda power station,http://bit.ly/Ko20P2,JSW Energy Ltd,660,Cancelled,South Asia,India,Chhattisgarh,21.8475,83.54,JSW Group
G106018,Kukurda power station Unit 2,Kukurda power station,http://bit.ly/Ko20P2,JSW Energy Ltd,660,Cancelled,South Asia,India,Chhattisgarh,21.8475,83.54,JSW Group
G106145,Lanco Amarkantak power station Unit 1,Lanco Amarkantak power station,http://bit.ly/1eQUpUn,LANCO Group,300,Operating,South Asia,India,Chhattisgarh,22.2454,82.7246,LANCO Group
G106146,Lanco Amarkantak Thermal Power Project Unit 2,Lanco Amarkantak Thermal Power Project,http://bit.ly/1eQUpUn,LANCO Group,300,Operating,South Asia,India,Chhattisgarh,22.2454,82.7246,LANCO Group
G106147,Lanco Amarkantak Thermal Power Project Unit 3,Lanco Amarkantak Thermal Power Project,http://bit.ly/1eQUpUn,LANCO Group,660,Shelved,South Asia,India,Chhattisgarh,22.2420932,82.7247334,LANCO Group
G106148,Lanco Amarkantak Thermal Power Project Unit 4,Lanco Amarkantak Thermal Power Project,http://bit.ly/1eQUpUn,LANCO Group,660,Shelved,South Asia,India,Chhattisgarh,22.2420932,82.7247334,LANCO Group
G106174,Lara Integrated Thermal Power Project Unit 1,Lara Integrated Thermal Power Project,http://bit.ly/Ko9KAL,NTPC Ltd,800,Operating,South Asia,India,Chhattisgarh,21.7576613,83.457545,NTPC
G106175,Lara Integrated Thermal Power Project Unit 2,Lara Integrated Thermal Power Project,http://bit.ly/Ko9KAL,NTPC Ltd,800,Construction,South Asia,India,Chhattisgarh,21.7576613,83.457545,NTPC
G106176,Lara Integrated Thermal Power Project Unit 3,Lara Integrated Thermal Power Project,http://bit.ly/Ko9KAL,NTPC Ltd,800,Pre-Permit,South Asia,India,Chhattisgarh,21.7576613,83.457545,NTPC
G106177,Lara Integrated Thermal Power Project Unit 4,Lara Integrated Thermal Power Project,http://bit.ly/Ko9KAL,NTPC Ltd,800,Pre-Permit,South Asia,India,Chhattisgarh,21.7576613,83.457545,NTPC
G106178,Lara Integrated Thermal Power Project Unit 5,Lara Integrated Thermal Power Project,http://bit.ly/Ko9KAL,NTPC Ltd,800,Cancelled,South Asia,India,Chhattisgarh,21.7576613,83.457545,NTPC
G106708,Marwa power station Unit 1,Marwa power station,http://bit.ly/Ko9VvQ,Chattisgarh State Power Generation,500,Operating,South Asia,India,Chhattisgarh,22.0708013,82.6021886,CSPGCL
G106709,Marwa power station Unit 2,Marwa power station,http://bit.ly/Ko9VvQ,Chattisgarh State Power Generation,500,Operating,South Asia,India,Chhattisgarh,22.0708013,82.6021886,CSPGCL
G107044,Moser Baer Captive Power Project,Moser Baer Captive Power Project,http://bit.ly/Koa2rn,"Hindustan Powerprojects, PTC India",150,Cancelled,South Asia,India,Chhattisgarh,21.993352,82.615414,"HPPPL, PTCL"
G108434,Raigarh Ind Power,Raigarh Ind Power power station,http://bit.ly/1Q81chC,Ind Power Ltd,65,Operating,South Asia,India,Chhattisgarh,21.898611,83.464722,Ind-Barath Power
G108435,Raigarh Jindal power station Unit 3,Raigarh Jindal power station,http://bit.ly/1fQsk3N,Jindal Steel & Power Ltd,55,Operating,South Asia,India,Chhattisgarh,21.9249506,83.3454444,Jindal Group
G108436,Raigarh Jindal power station Unit 4,Raigarh Jindal power station,http://bit.ly/1fQsk3N,Jindal Steel & Power Ltd,55,Operating,South Asia,India,Chhattisgarh,21.9249506,83.3454444,Jindal Group
G108437,Raigarh Jindal power station Unit 5,Raigarh Jindal power station,http://bit.ly/1fQsk3N,Jindal Steel & Power Ltd,130,Operating,South Asia,India,Chhattisgarh,21.9249506,83.3454444,Jindal Group
G108438,Raigarh Power Project Unit 1 (TRN/ACB),Raigarh Power Project (TRN/ACB),http://bit.ly/KoaK7K,TRN Energy Pvt Ltd,300,Operating,South Asia,India,Chhattisgarh,21.9067375,83.128556,ACB (India) Limited
G108439,Raigarh Power Project Unit 2 (TRN/ACB),Raigarh Power Project (TRN/ACB),http://bit.ly/KoaK7K,TRN Energy Pvt Ltd,300,Operating,South Asia,India,Chhattisgarh,21.9067375,83.128556,ACB (India) Limited
G108440,Raigarh Project (Jindal),Raigarh Project (Jindal),http://bit.ly/KobCt7,Jindal Steel & Power Ltd,1320,Cancelled,South Asia,India,Chhattisgarh,21.898611,83.464722,Jindal Group
G108441,Raigarh project (VISA Power) Unit 1,Raigarh project (VISA Power),http://bit.ly/KobRVc,VISA Power,600,Cancelled,South Asia,India,Chhattisgarh,21.9193737,83.2791138,VISA Infrastructure
G108442,Raigarh project (VISA Power) Unit 2,Raigarh project (VISA Power),http://bit.ly/KobRVc,VISA Power,600,Cancelled,South Asia,India,Chhattisgarh,21.9193737,83.2791138,VISA Infrastructure
G108443,Raigarh Sponge Iron 1,Raigarh Sponge Iron power station,http://bit.ly/1QUszsB,Monnet Ispat & Energy Ltd,45,Operating,South Asia,India,Chhattisgarh,21.9877809,83.2313061,Monnet Group
G108444,Raigarh Sponge Iron 2,Raigarh Sponge Iron power station,http://bit.ly/1QUszsB,Monnet Ispat & Energy Ltd,45,Operating,South Asia,India,Chhattisgarh,21.9877809,83.2313061,Monnet Group
G108445,Raikheda power station Unit 1,Raikheda power station,http://bit.ly/KobWZ5,GMR Energy,685,Operating,South Asia,India,Chhattisgarh,21.4499182,81.8524736,GMR Group
G108446,Raikheda power station Unit 2,Raikheda power station,http://bit.ly/KobWZ5,GMR Energy,685,Operating,South Asia,India,Chhattisgarh,21.4499182,81.8524736,GMR Group
G108447,Raipur Jain 2,Raipur Jain power station,http://bit.ly/1WcNfNS,Hira Power & Steels Ltd,45,Operating,South Asia,India,Chhattisgarh,20.916667,82,Hira Group
G108448,Raipur Neco,Raipur Neco power station,http://bit.ly/1PBd4mC,Jayaswal Neco Industries Ltd,55,Operating,South Asia,India,Chhattisgarh,20.916667,82,Jayaswal Neco Industries
G108449,Raipur Sponge Iron 2,Raipur Sponge Iron power station,http://bit.ly/1QUszsB,Monnet Ispat & Energy Ltd,37,Operating,South Asia,India,Chhattisgarh,21.9877809,83.2313061,Monnet Group
G108483,Ratija Power Project Phase I,Ratija Power Project,http://bit.ly/1G0MaTj,ACB (India) Ltd,50,Operating,South Asia,India,Chhattisgarh,22.3399938,82.4927759,ACB (India) Limited
G108484,Ratija Power Project Phase II,Ratija Power Project,http://bit.ly/1G0MaTj,ACB (India) Ltd,50,Operating,South Asia,India,Chhattisgarh,22.3399938,82.4927759,ACB (India) Limited
G108490,Rawan Cement 1,Rawan Cement power station,http://bit.ly/1o1yhj6,Ultratech Cement Ltd,30,Operating,South Asia,India,Chhattisgarh,24.764914,74.6096134,Aditya Birla Group
G108749,Salora power station Unit 1,Salora power station,http://bit.ly/1khn4n5,Vandana Vidhyut Ltd,135,Operating,South Asia,India,Chhattisgarh,22.4899525,82.6062387,Vandanaa Group
G108750,Salora power station Unit 2,Salora power station,http://bit.ly/1khn4n5,Vandana Vidhyut Ltd,135,Shelved,South Asia,India,Chhattisgarh,22.4899525,82.6062387,Vandanaa Group
G108751,Salora power station Unit 3,Salora power station,http://bit.ly/1khn4n5,Vandana Vidhyut Ltd,270,Cancelled,South Asia,India,Chhattisgarh,22.4899525,82.6062387,Vandanaa Group
G108752,Salora power station Unit 4,Salora power station,http://bit.ly/1khn4n5,Vandana Vidhyut Ltd,660,Cancelled,South Asia,India,Chhattisgarh,22.4899525,82.6062387,Vandanaa Group
G108753,Salora power station Unit 5,Salora power station,http://bit.ly/1khn4n5,Vandana Vidhyut Ltd,660,Cancelled,South Asia,India,Chhattisgarh,22.4899525,82.6062387,Vandanaa Group
G108819,Sapnai power station Unit 1,Sapnai power station,http://bit.ly/Koc6zq,Topworth Energy,300,Cancelled,South Asia,India,Chhattisgarh,21.865163,83.531256,Topworth Group
G108820,Sapnai power station Unit 2,Sapnai power station,http://bit.ly/Koc6zq,Topworth Energy,300,Cancelled,South Asia,India,Chhattisgarh,21.865163,83.531256,Topworth Group
G108821,Sapnai power station Unit 3,Sapnai power station,http://bit.ly/Koc6zq,Topworth Energy,660,Cancelled,South Asia,India,Chhattisgarh,21.865163,83.531256,Topworth Group
G108822,Sapos power station (BEC Power) Unit 1,Sapos power station (BEC Power),http://bit.ly/Kocazc,BEC Power,250,Cancelled,South Asia,India,Chhattisgarh,21.753253,83.16892,FACOR Group
G108823,Sapos power station (BEC Power) Unit 2,Sapos power station (BEC Power),http://bit.ly/1afEMXi,BEC Power,250,Cancelled,South Asia,India,Chhattisgarh,21.7575,83.150417,FACOR Group
G108824,Sapos power station (Suryachakra) Unit 1,Sapos power station (Suryachakra),http://bit.ly/Kocfmz,Suryachakra Group,660,Cancelled,South Asia,India,Chhattisgarh,21.756311,83.167477,Suryachakra Group
G108825,Sapos power station (Suryachakra) Unit 2,Sapos power station (Suryachakra),http://bit.ly/Kocfmz,Suryachakra Group,660,Cancelled,South Asia,India,Chhattisgarh,21.756311,83.167477,Suryachakra Group
G109386,Siltara Sks 2,Siltara Sks power station,http://bit.ly/1TRieQV,SKS Power Generation Chhattisgarh Ltd,30,Operating,South Asia,India,Chhattisgarh,21.3913851,81.6463566,SKS Ispat & Power
G109387,Siltara Works 3,Siltara Works power station,http://bit.ly/1WcV4TK,Godawari Power And Ispat Ltd,30,Operating,South Asia,India,Chhattisgarh,20.916667,82,Hira Group
G109450,Sipat power station Unit 1,Sipat power station,http://bit.ly/1Ud3EBR,NTPC Ltd,660,Operating,South Asia,India,Chhattisgarh,22.1316619,82.2903496,NTPC
G109451,Sipat power station Unit 2,Sipat power station,http://bit.ly/1Ud3EBR,NTPC Ltd,660,Operating,South Asia,India,Chhattisgarh,22.1316619,82.2903496,NTPC
G109452,Sipat power station Unit 3,Sipat power station,http://bit.ly/1Ud3EBR,NTPC Ltd,660,Operating,South Asia,India,Chhattisgarh,22.1316619,82.2903496,NTPC
G109453,Sipat power station Unit 4,Sipat power station,http://bit.ly/1Ud3EBR,NTPC Ltd,500,Operating,South Asia,India,Chhattisgarh,22.1316619,82.2903496,NTPC
G109454,Sipat power station Unit 5,Sipat power station,http://bit.ly/1Ud3EBR,NTPC Ltd,500,Operating,South Asia,India,Chhattisgarh,22.1316619,82.2903496,NTPC
G109742,Surguja power station Unit 1,Surguja power station,http://bit.ly/1LZ3A7Z,Surguja Power Ltd,150,Announced,South Asia,India,Chhattisgarh,23.12,83.2,Adani Group
G109743,Surguja power station Unit 2,Surguja power station,http://bit.ly/1LZ3A7Z,Surguja Power Ltd,150,Announced,South Asia,India,Chhattisgarh,23.12,83.2,Adani Group
G109744,Surguja power station Unit 3,Surguja power station,http://bit.ly/1LZ3A7Z,Surguja Power Ltd,150,Announced,South Asia,India,Chhattisgarh,23.12,83.2,Adani Group
G109745,Surguja power station Unit 4,Surguja power station,http://bit.ly/1LZ3A7Z,Surguja Power Ltd,150,Announced,South Asia,India,Chhattisgarh,23.12,83.2,Adani Group
G109746,Surguja Ultra Mega Power Project,Surguja Ultra Mega Power Project,http://bit.ly/KocqhM,Chhattisgarh Surguja Power Limited,4000,Cancelled,South Asia,India,Chhattisgarh,23.453168,83.417587,Power Finance Corporation
G109767,SV Power project (Renki) phase I,SV Power project (Renki),http://bit.ly/KocCNZ,KVK Energy & Infrastructure,300,Cancelled,South Asia,India,Chhattisgarh,22.353886,82.750683,KVK Energy & Infrastructure
