Tracker ID,Unit,Chinese name,Plant,Wiki page,Sponsor,Parent,Capacity (MW),Status,Region,Country,Subnational unit (province/state),Latitude,Longitude,Year
G111169,Xinjiang Zhongtai Fukang Metallurgy Unit 3,新疆中泰化学中泰矿冶热电厂,Xinjiang Zhongtai Fukang Metallurgy Power Station,http://bit.ly/1xhUMCw,Xinjiang Zhongtai Mining and Metallurgy Co.,Xinjiang Zhongtai Chemical Company,150,Operating,East Asia,China,Xinjiang,44.08098,88.588901,2012
G111170,Xinjiang Zhongtai Fukang Metallurgy Unit 4,新疆中泰化学中泰矿冶热电厂,Xinjiang Zhongtai Fukang Metallurgy Power Station,http://bit.ly/1xhUMCw,Xinjiang Zhongtai Mining and Metallurgy Co.,Xinjiang Zhongtai Chemical Company,150,Operating,East Asia,China,Xinjiang,44.08098,88.588901,2012
G111171,Xinjiang Zhongtai Huatai Heavy Industry Co Unit 1,新疆中泰化学华泰重工配套电厂,Xinjiang Zhongtai Huatai power station,http://bit.ly/1kg0rVD,Xinjiang Zhongtai Huatai Heavy Industry Co,Xinjiang Zhongtai Chemical Company,150,Operating,East Asia,China,Xinjiang,43.942935,87.664081,2010
G111172,Xinjiang Zhongtai Huatai Heavy Industry Co Unit 2,新疆中泰化学华泰重工配套电厂,Xinjiang Zhongtai Huatai power station,http://bit.ly/1kg0rVD,Xinjiang Zhongtai Huatai Heavy Industry Co,Xinjiang Zhongtai Chemical Company,150,Operating,East Asia,China,Xinjiang,43.942935,87.664081,2010
G113949,Xinjiang Zhongtai Meike Chemical Industry Unit 7,新疆中泰化学美克化工动力站,Xinjiang Zhongtai Meike Chemical Industury Power Station,http://bit.ly/2zOGUVy,Xinjiang Zhongtai Meike Chemical Industury Co,Xinjiang Zhongtai Chemical Company,50,Pre-Permit,East Asia,China,Xinjiang,41.682331,86.179783,
G111192,Xinyou Qitai 1,新疆信友能源投资公司奇台发电厂,Xinyou Qitai power station,http://bit.ly/1tDDHRa,Xinjiang Xinyou Energy Investment Company Limited,"Shanxi Xinyou Investment Group (99%), Other (1%)",660,Construction,East Asia,China,Xinjiang,44.5544,90.2572,2019
G111193,Xinyou Qitai 2,新疆信友能源投资公司奇台发电厂,Xinyou Qitai power station,http://bit.ly/1tDDHRa,Xinjiang Xinyou Energy Investment Company Limited,"Shanxi Xinyou Investment Group (99%), Other (1%)",660,Construction,East Asia,China,Xinjiang,44.5544,90.2572,
G111194,Xinyou Qitai 3,新疆信友能源投资公司奇台发电厂,Xinyou Qitai power station,http://bit.ly/1tDDHRa,Xinjiang Xinyou Energy Investment Company Limited,"Shanxi Xinyou Investment Group (99%), Other (1%)",660,Shelved,East Asia,China,Xinjiang,44.5544,90.2572,
G111195,Xinyou Qitai 4,新疆信友能源投资公司奇台发电厂,Xinyou Qitai power station,http://bit.ly/1tDDHRa,Xinjiang Xinyou Energy Investment Company Limited,"Shanxi Xinyou Investment Group (99%), Other (1%)",660,Shelved,East Asia,China,Xinjiang,44.5544,90.2572,
G111163,XPCC Hongxing power station 1,新疆兵团红星发电公司大南湖电厂,XPCC Hongxing power station,http://bit.ly/2t9MFJK,Xinjiang Hongxing Power Gen Co,Xinjiang Production and Construction Corps,660,Construction,East Asia,China,Xinjiang,42.3143,93.6604,2018
G111164,XPCC Hongxing power station 2,新疆兵团红星发电公司大南湖电厂,XPCC Hongxing power station,http://bit.ly/2t9MFJK,Xinjiang Hongxing Power Gen Co,Xinjiang Production and Construction Corps,660,Construction,East Asia,China,Xinjiang,42.3143,93.6604,2018
G109249,XPCC Shihezi Cogen Unit 1,新疆兵团农八师天山铝业自备电厂一期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",350,Operating,East Asia,China,Xinjiang,44.428094,86.093609,2013
G109258,XPCC Shihezi Cogen Unit 10,新疆兵团农八师天山铝业自备电厂二期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",360,Operating,East Asia,China,Xinjiang,44.428094,86.093609,2017
G109250,XPCC Shihezi Cogen Unit 2,新疆兵团农八师天山铝业自备电厂一期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",350,Operating,East Asia,China,Xinjiang,44.428094,86.093609,2013
G109251,XPCC Shihezi Cogen Unit 3,新疆兵团农八师天山铝业自备电厂一期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",350,Operating,East Asia,China,Xinjiang,44.428094,86.093609,2014
G109252,XPCC Shihezi Cogen Unit 4,新疆兵团农八师天山铝业自备电厂一期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",350,Operating,East Asia,China,Xinjiang,44.428094,86.093609,2014
G109253,XPCC Shihezi Cogen Unit 5,新疆兵团农八师天山铝业自备电厂二期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",360,Announced,East Asia,China,Xinjiang,44.428094,86.093609,
G109254,XPCC Shihezi Cogen Unit 6,新疆兵团农八师天山铝业自备电厂二期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",360,Announced,East Asia,China,Xinjiang,44.428094,86.093609,
G109255,XPCC Shihezi Cogen Unit 7,新疆兵团农八师天山铝业自备电厂二期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",360,Announced,East Asia,China,Xinjiang,44.428094,86.093609,
G109256,XPCC Shihezi Cogen Unit 8,新疆兵团农八师天山铝业自备电厂二期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",360,Announced,East Asia,China,Xinjiang,44.428094,86.093609,
G109257,XPCC Shihezi Cogen Unit 9,新疆兵团农八师天山铝业自备电厂二期,XPCC Shihezi Cogen power station,http://bit.ly/1scpKaL,Xinjiang Tianshan Aluminum Ind,"Shihezi Jinlong Energy Industrial Chain (37%), Shihezi Jinhui Energy Investment (10%), Other (53%)",360,Operating,East Asia,China,Xinjiang,44.428094,86.093609,2016
G111382,Yihua Hoboksar power station Unit 1,湖北宜化塔城和丰工业园发电厂,Yihua Hoboksar power station,http://bit.ly/1tAeMZK,Hubei Yihua Chemical Industry,Hubei Yihua Chemical Industry,660,Cancelled,East Asia,China,Xinjiang,41.777,84.252,
G111383,Yihua Hoboksar power station Unit 2,湖北宜化塔城和丰工业园发电厂,Yihua Hoboksar power station,http://bit.ly/1tAeMZK,Hubei Yihua Chemical Industry,Hubei Yihua Chemical Industry,660,Cancelled,East Asia,China,Xinjiang,41.777,84.252,
G111385,Yihua Wucaiwan 1,湖北宜化新疆五彩湾热电厂,Yihua Wucaiwan power station,http://bit.ly/1tAeUbB,Hubei Yihua Chemical Industry,Hubei Yihua Chemical Industry,330,Operating,East Asia,China,Xinjiang,44.8931,89.2476,2013
G111386,Yihua Wucaiwan 2,湖北宜化新疆五彩湾热电厂,Yihua Wucaiwan power station,http://bit.ly/1tAeUbB,Hubei Yihua Chemical Industry,Hubei Yihua Chemical Industry,330,Operating,East Asia,China,Xinjiang,44.8931,89.2476,2014
G111390,Yili Yining-1 No 1,国投伊犁能源伊宁热电厂一期,SDIC Yili Yining Cogen power station,http://bit.ly/1qzjRl4,SDIC Ili Energy Development Co.,"SDIC (60%), Guoxin Hongsheng Investment Company (14%), ChinaCoal (12%), China Chengtong Holding Group (8%), National Energy Investment Group (6%)",330,Operating,East Asia,China,Xinjiang,43.926281,81.221119,2012
G111391,Yili Yining-1 No 2,国投伊犁能源伊宁热电厂一期,SDIC Yili Yining Cogen power station,http://bit.ly/1qzjRl4,SDIC Ili Energy Development Co.,"SDIC (60%), Guoxin Hongsheng Investment Company (14%), ChinaCoal (12%), China Chengtong Holding Group (8%), National Energy Investment Group (6%)",330,Operating,East Asia,China,Xinjiang,43.926281,81.221119,2013
G111392,Yili Yining-1 No 3,国投伊犁能源伊宁热电厂二期,SDIC Yili Yining Cogen power station,http://bit.ly/1qzjRl4,SDIC Ili Energy Development Co.,"SDIC (60%), Guoxin Hongsheng Investment Company (14%), ChinaCoal (12%), China Chengtong Holding Group (8%), National Energy Investment Group (6%)",350,Cancelled,East Asia,China,Xinjiang,43.926281,81.221119,
G111393,Yili Yining-1 No 4,国投伊犁能源伊宁热电厂二期,SDIC Yili Yining Cogen power station,http://bit.ly/1qzjRl4,SDIC Ili Energy Development Co.,"SDIC (60%), Guoxin Hongsheng Investment Company (14%), ChinaCoal (12%), China Chengtong Holding Group (8%), National Energy Investment Group (6%)",350,Cancelled,East Asia,China,Xinjiang,43.926281,81.221119,
G111394,Yili Yining-2 No 1,国投伊犁能源伊宁电厂,SDIC Yili Yining power station,http://bit.ly/1qzjRl4,SDIC Ili Energy Development Co.,"SDIC (60%), Guoxin Hongsheng Investment Company (14%), ChinaCoal (12%), China Chengtong Holding Group (8%), National Energy Investment Group (6%)",660,Cancelled,East Asia,China,Xinjiang,43.926281,81.221119,
G111395,Yili Yining-2 No 2,国投伊犁能源伊宁电厂,SDIC Yili Yining power station,http://bit.ly/1qzjRl4,SDIC Ili Energy Development Co.,"SDIC (60%), Guoxin Hongsheng Investment Company (14%), ChinaCoal (12%), China Chengtong Holding Group (8%), National Energy Investment Group (6%)",660,Cancelled,East Asia,China,Xinjiang,43.926281,81.221119,
G111690,Zhongtai Toksun power station Unit 1,新疆中泰化学托克逊能化公司动力站一期,Zhongtai Toksun power station,http://bit.ly/1sy19zo,Xinjiang Zhongtai Toksun Energy Chemical Co,Xinjiang Zhongtai Chemical Company,330,Operating,East Asia,China,Xinjiang,42.736979,88.645011,2015
G111691,Zhongtai Toksun power station Unit 2,新疆中泰化学托克逊能化公司动力站一期,Zhongtai Toksun power station,http://bit.ly/1sy19zo,Xinjiang Zhongtai Toksun Energy Chemical Co,Xinjiang Zhongtai Chemical Company,330,Operating,East Asia,China,Xinjiang,42.736979,88.645011,2015
G111692,Zhongtai Toksun power station Unit 3,新疆中泰化学托克逊能化公司动力站二期,Zhongtai Toksun power station,http://bit.ly/1sy19zo,Xinjiang Zhongtai Toksun Energy Chemical Co,Xinjiang Zhongtai Chemical Company,300,Shelved,East Asia,China,Xinjiang,42.736979,88.645011,
G111693,Zhongtai Toksun power station Unit 4,新疆中泰化学托克逊能化公司动力站二期,Zhongtai Toksun power station,http://bit.ly/1sy19zo,Xinjiang Zhongtai Toksun Energy Chemical Co,Xinjiang Zhongtai Chemical Company,300,Shelved,East Asia,China,Xinjiang,42.736979,88.645011,
G111711,Zhundong Shenhuo 1,神火煤电准东五彩湾煤电铝项目自备电厂,Shenhuo Zhundong power station,http://bit.ly/16oCCnw,Xinjiang Shenhuo Coal & Power,Henan Shenhuo Group,350,Operating,East Asia,China,Xinjiang,44.894,89.0647,2013
G111712,Zhundong Shenhuo 2,神火煤电准东五彩湾煤电铝项目自备电厂,Shenhuo Zhundong power station,http://bit.ly/16oCCnw,Xinjiang Shenhuo Coal & Power,Henan Shenhuo Group,350,Operating,East Asia,China,Xinjiang,44.894,89.0647,2013
G111713,Zhundong Shenhuo 3,神火煤电准东五彩湾煤电铝项目自备电厂,Shenhuo Zhundong power station,http://bit.ly/16oCCnw,Xinjiang Shenhuo Coal & Power,Henan Shenhuo Group,350,Operating,East Asia,China,Xinjiang,44.894,89.0647,2013
G111714,Zhundong Shenhuo 4,神火煤电准东五彩湾煤电铝项目自备电厂,Shenhuo Zhundong power station,http://bit.ly/16oCCnw,Xinjiang Shenhuo Coal & Power,Henan Shenhuo Group,350,Operating,East Asia,China,Xinjiang,44.0809072,88.58904,2013
G111717,Zhundong Wucaiwan-2 No 1,神华神东电力新疆准东五彩湾发电公司二期,Shenhua Zhundong Wucaiwan power station,http://bit.ly/1lkfXJS,China Shenhua Energy Co,National Energy Investment Group,660,Construction,East Asia,China,Xinjiang,44.795533,89.149825,2017
G111718,Zhundong Wucaiwan-2 No 2,神华神东电力新疆准东五彩湾发电公司二期,Shenhua Zhundong Wucaiwan power station,http://bit.ly/1lkfXJS,China Shenhua Energy Co,National Energy Investment Group,660,Construction,East Asia,China,Xinjiang,44.795533,89.149825,2017
G102354,Diandong power station Unit 1,华能云南滇东能源公司滇东电厂,Diandong power station,http://bit.ly/1wkhXd0,Huaneng Yunnan Diandong Energy Co,China Huaneng,9255,Operating,East Asia,China,Yunnan,25.19943,104.6819,2006
G102355,Diandong power station Unit 2,华能云南滇东能源公司滇东电厂,Diandong power station,http://bit.ly/1wkhXd0,Huaneng Yunnan Diandong Energy Co,China Huaneng,600,Operating,East Asia,China,Yunnan,25.19943,104.6819,2006
G102356,Diandong power station Unit 3,华能云南滇东能源公司滇东电厂,Diandong power station,http://bit.ly/1wkhXd0,Huaneng Yunnan Diandong Energy Co,China Huaneng,600,Operating,East Asia,China,Yunnan,25.19943,104.6819,2007
G102357,Diandong power station Unit 4,华能云南滇东能源公司滇东电厂,Diandong power station,http://bit.ly/1wkhXd0,Huaneng Yunnan Diandong Energy Co,China Huaneng,600,Operating,East Asia,China,Yunnan,25.19943,104.6819,2008
G102358,Diandong power station Unit 5,华能云南滇东能源公司滇东电厂,Diandong power station,http://bit.ly/1wkhXd0,Huaneng Yunnan Diandong Energy Co,China Huaneng,600,Cancelled,East Asia,China,Yunnan,25.19943,104.6819,
G102359,Diandong power station Unit 6,华能云南滇东能源公司滇东电厂,Diandong power station,http://bit.ly/1wkhXd0,Huaneng Yunnan Diandong Energy Co,China Huaneng,600,Cancelled,East Asia,China,Yunnan,25.19943,104.6819,
G102363,Diandong Yuwang power station Unit 1,华能云南滇东雨汪能源公司雨汪电厂,Diandong Yuwang power station,http://bit.ly/1ohoxZS,Huaneng Yunnan Diandong Yuwang Energy Co,China Huaneng,600,Operating,East Asia,China,Yunnan,25.1016,104.617,2009
G102360,Diandong Yuwang power station Unit 2,华能云南滇东雨汪能源公司雨汪电厂,Diandong Yuwang power station,http://bit.ly/1ohoxZS,Huaneng Yunnan Diandong Yuwang Energy Co,China Huaneng,600,Operating,East Asia,China,Yunnan,25.1016,104.617,2010
G102361,Diandong Yuwang power station Unit 3,华能云南滇东雨汪能源公司雨汪电厂,Diandong Yuwang power station,http://bit.ly/1ohoxZS,Huaneng Yunnan Diandong Yuwang Energy Co,China Huaneng,600,Cancelled,East Asia,China,Yunnan,25.1016,104.617,
G102362,Diandong Yuwang power station Unit 4,华能云南滇东雨汪能源公司雨汪电厂,Diandong Yuwang power station,http://bit.ly/1ohoxZS,Huaneng Yunnan Diandong Yuwang Energy Co,China Huaneng,600,Cancelled,East Asia,China,Yunnan,25.1016,104.617,
G102649,Enhong Waste Coal unit 1,云南煤化工集团东源恩洪煤矸石发电公司,Enhong Waste Coal power station,http://bit.ly/1LU6UA5,Yunnan Dongyuan Coal & Electricity Co,Yunnan Coal Chemical Group,150,Shelved,East Asia,China,Yunnan,25.233683,104.111946,
G102650,Enhong Waste Coal unit 2,云南煤化工集团东源恩洪煤矸石发电公司,Enhong Waste Coal power station,http://bit.ly/1LU6UA5,Yunnan Dongyuan Coal & Electricity Co,Yunnan Coal Chemical Group,150,Shelved,East Asia,China,Yunnan,25.233683,104.111946,
G104189,Huadian Zhenxiong 1,华电镇雄发电公司一期,Huadian Zhenxiong power station,http://bit.ly/UG8jSS,Huadian Yunnan Power Gen Corp 62%; Yunnan Power Investment Co (云南省电力投资有限公司) 35.00%; 云南东源煤业集团公司3.00%.,"China Huadian (62%), Yunnan Energy Investment Group (35%), Yunnan Coal Chemical Group (3%)",600,Operating,East Asia,China,Yunnan,27.4927975,104.9484122,2011
G104190,Huadian Zhenxiong 2,华电镇雄发电公司一期,Huadian Zhenxiong power station,http://bit.ly/UG8jSS,Huadian Yunnan Power Gen Corp 62%; Yunnan Power Investment Co (云南省电力投资有限公司) 35.00%; 云南东源煤业集团公司3.00%.,"China Huadian (62%), Yunnan Energy Investment Group (35%), Yunnan Coal Chemical Group (3%)",600,Operating,East Asia,China,Yunnan,27.4927975,104.9484122,2012
G104191,Huadian Zhenxiong 3,华电镇雄发电公司二期,Huadian Zhenxiong power station,http://bit.ly/UG8jSS,Huadian Yunnan Power Gen Corp 62%; Yunnan Power Investment Co (云南省电力投资有限公司) 35.00%; 云南东源煤业集团公司3.00%.,"China Huadian (62%), Yunnan Energy Investment Group (35%), Yunnan Coal Chemical Group (3%)",600,Cancelled,East Asia,China,Yunnan,27.4927975,104.9484122,
G104192,Huadian Zhenxiong 4,华电镇雄发电公司二期,Huadian Zhenxiong power station,http://bit.ly/UG8jSS,Huadian Yunnan Power Gen Corp 62%; Yunnan Power Investment Co (云南省电力投资有限公司) 35.00%; 云南东源煤业集团公司3.00%.,"China Huadian (62%), Yunnan Energy Investment Group (35%), Yunnan Coal Chemical Group (3%)",600,Cancelled,East Asia,China,Yunnan,27.4927975,104.9484122,
G105449,Kaiyuan-2 power station Unit 1,大唐国际云南红河发电公司开远发电厂,Kaiyuan power station,http://bit.ly/2gr2F6K,Datang International Power Generation Co 70%; Yunnan Electric Power Investment Co (云南省电力投资有限公司) 15.00%; Yunnan Xiaolongtan Mining Bureau (云南省小龙潭矿务局) 10.00%; Yunnan Hehe Group (云南合和集团股份有限公司) 5.00%. ,"China Datang (70%), Yunnan Energy Investment Group (15%), Yunnan Xiaolongtan Mining Bureau (10%), China National Tobacco Corporation (5%)",300,Operating,East Asia,China,Yunnan,23.7434315,103.2197961,2006
G105450,Kaiyuan-2 power station Unit 2,大唐国际云南红河发电公司开远发电厂,Kaiyuan power station,http://bit.ly/2gr2F6K,Datang International Power Generation Co 70%; Yunnan Electric Power Investment Co (云南省电力投资有限公司) 15.00%; Yunnan Xiaolongtan Mining Bureau (云南省小龙潭矿务局) 10.00%; Yunnan Hehe Group (云南合和集团股份有限公司) 5.00%. ,"China Datang (70%), Yunnan Energy Investment Group (15%), Yunnan Xiaolongtan Mining Bureau (10%), China National Tobacco Corporation (5%)",300,Operating,East Asia,China,Yunnan,23.7434315,103.2197961,2007
G106024,Kunming-1 power station Unit 1,华电昆明发电厂,Kunming power station,http://bit.ly/2fbHzE9,Huadian Yunnan Power Generation Corp,China Huadian,100,Retired,East Asia,China,Yunnan,25.008162,102.618856,1987
G106025,Kunming-1 power station Unit 2,华电昆明发电厂,Kunming power station,http://bit.ly/2fbHzE9,Huadian Yunnan Power Generation Corp,China Huadian,100,Retired,East Asia,China,Yunnan,25.008162,102.618856,1988
G106026,Kunming-2 power station Unit 1,华电昆明发电公司二电厂,Kunming power station,http://bit.ly/2fbHzE9,Huadian Yunnan Power Generation Corp,China Huadian,300,Operating,East Asia,China,Yunnan,25.0149171,102.3335597,2005
G106027,Kunming-2 power station Unit 2,华电昆明发电公司二电厂,Kunming power station,http://bit.ly/2fbHzE9,Huadian Yunnan Power Generation Corp,China Huadian,300,Operating,East Asia,China,Yunnan,25.0149171,102.3335597,2006
G108403,Qujing power station Unit 1,云南煤化工集团东源曲靖能源公司,Qujing power station,http://bit.ly/2eS4yJ9,Yunnan Dongyuan Coal & Electricity Co,"Yunnan Coal Chemical Group (55%), Xiamen Xinxuneng Heating Supply (37%), Yunnan Yaorong Electric Power (4%), Other (4%)",300,Operating,East Asia,China,Yunnan,25.6622058,104.0667928,1997
G108404,Qujing power station Unit 2,云南煤化工集团东源曲靖能源公司,Qujing power station,http://bit.ly/2eS4yJ9,Yunnan Dongyuan Coal & Electricity Co,"Yunnan Coal Chemical Group (55%), Xiamen Xinxuneng Heating Supply (37%), Yunnan Yaorong Electric Power (4%), Other (4%)",300,Operating,East Asia,China,Yunnan,25.6622058,104.0667928,1998
G108405,Qujing power station Unit 3,云南煤化工集团东源曲靖能源公司,Qujing power station,http://bit.ly/2eS4yJ9,Yunnan Dongyuan Coal & Electricity Co,"Yunnan Coal Chemical Group (55%), Xiamen Xinxuneng Heating Supply (37%), Yunnan Yaorong Electric Power (4%), Other (4%)",300,Operating,East Asia,China,Yunnan,25.6622058,104.0667928,2003
G108406,Qujing power station Unit 4,云南煤化工集团东源曲靖能源公司,Qujing power station,http://bit.ly/2eS4yJ9,Yunnan Dongyuan Coal & Electricity Co,"Yunnan Coal Chemical Group (55%), Xiamen Xinxuneng Heating Supply (37%), Yunnan Yaorong Electric Power (4%), Other (4%)",300,Operating,East Asia,China,Yunnan,25.6622058,104.0667928,2004
G110857,Weixin 1,云南能投威信能源公司,Weixin power station,http://bit.ly/1z3C2DG,"Yunnan Weixin Energy Co., Ltd.","Yunnan Energy investment Group (80%), Guangdong Yudean Group (20%)",600,Operating,East Asia,China,Yunnan,27.8904089,104.873518,2012
G110858,Weixin 2,云南能投威信能源公司,Weixin power station,http://bit.ly/1z3C2DG,"Yunnan Weixin Energy Co., Ltd.","Yunnan Energy investment Group (80%), Guangdong Yudean Group (20%)",600,Operating,East Asia,China,Yunnan,27.8904089,104.873518,2012
G114055,Xiangyun Feilong Captive power station,云南大理祥云飞龙公司热电,Xiangyun Feilong Captive power station,,Yunnan Dali Xiangyun Feilong Co,Yunnan Dali Xiangyun Feilong Company,50,Operating,East Asia,China,Yunnan,,,
G111080,Xiaolongtan power station Unit 1,国电云南电力小龙潭发电厂,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co,National Energy Investment Group,100,Retired,East Asia,China,Yunnan,23.8381365,103.1957854,1985
G111081,Xiaolongtan power station Unit 10,国电云南电力小龙潭发电厂四期,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co,National Energy Investment Group,600,Cancelled,East Asia,China,Yunnan,23.8381365,103.1957854,
G111082,Xiaolongtan power station Unit 2,国电云南电力小龙潭发电厂,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co,National Energy Investment Group,100,Retired,East Asia,China,Yunnan,23.8381365,103.1957854,1992
G111083,Xiaolongtan power station Unit 3,国电云南电力小龙潭发电厂,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co,National Energy Investment Group,100,Retired,East Asia,China,Yunnan,23.8381365,103.1957854,1992
G111084,Xiaolongtan power station Unit 4,国电云南电力小龙潭发电厂,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co,National Energy Investment Group,100,Retired,East Asia,China,Yunnan,23.8381365,103.1957854,1992
G111085,Xiaolongtan power station Unit 5,国电云南电力小龙潭发电厂,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co,National Energy Investment Group,100,Retired,East Asia,China,Yunnan,23.8381365,103.1957854,1992
G111086,Xiaolongtan power station Unit 6,国电云南电力小龙潭发电厂,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co,National Energy Investment Group,100,Retired,East Asia,China,Yunnan,23.8381365,103.1957854,1992
G111087,Xiaolongtan power station Unit 7,国电开远发电公司,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co 55%; Yunnan Electric Power Investment Group 45%.,"National Energy Investment Group (55%), Yunnan Energy Investment Group (45%)",300,Operating,East Asia,China,Yunnan,23.8381365,103.1957854,2006
G111088,Xiaolongtan power station Unit 8,国电开远发电公司,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co 55%; Yunnan Electric Power Investment Group 45%.,"National Energy Investment Group (55%), Yunnan Energy Investment Group (45%)",300,Operating,East Asia,China,Yunnan,23.8381365,103.1957854,2008
G111089,Xiaolongtan power station Unit 9,国电云南电力小龙潭发电厂四期,Xiaolongtan power station,http://bit.ly/2g6WXGp,Guodian Yunnan Power Co,National Energy Investment Group,600,Cancelled,East Asia,China,Yunnan,23.8381365,103.1957854,
G111232,Xuanwei Gangue 1,云南能投宣威煤矸石热电联产,Xuanwei Gangue power station,http://bit.ly/1lkiZhf,"Yunnan Weixin Energy Co., Ltd.",Yunnan Energy Investment Group,300,Cancelled,East Asia,China,Yunnan,26.279197,104.166175,
G111233,Xuanwei Gangue 2,云南能投宣威煤矸石热电联产,Xuanwei Gangue power station,http://bit.ly/1lkiZhf,"Yunnan Weixin Energy Co., Ltd.",Yunnan Energy Investment Group,300,Cancelled,East Asia,China,Yunnan,26.279197,104.166175,
G111234,Xuanwei power station Unit 10,国电宣威发电公司七期,Xuanwei power station,http://bit.ly/2fGvvyL,Guodian Power Development Co 66%; Yunnan Electric Power Investment Group 34%.,"National Energy Investment Group (66%), Yunnan Energy Investment Group (34%)",300,Operating,East Asia,China,Yunnan,26.1874585,104.1113177,2007
G111235,Xuanwei power station Unit 3,国电宣威发电公司四期,Xuanwei power station,http://bit.ly/2fGvvyL,Guodian Power Development Co 66%; Yunnan Electric Power Investment Group 34%.,"National Energy Investment Group (66%), Yunnan Energy Investment Group (34%)",50,Retired,East Asia,China,Yunnan,26.1874585,104.1113177,
G111236,Xuanwei power station Unit 4,国电宣威发电公司四期,Xuanwei power station,http://bit.ly/2fGvvyL,Guodian Power Development Co 66%; Yunnan Electric Power Investment Group 34%.,"National Energy Investment Group (66%), Yunnan Energy Investment Group (34%)",50,Retired,East Asia,China,Yunnan,26.1874585,104.1113177,
G111237,Xuanwei power station Unit 5,国电宣威发电公司五期,Xuanwei power station,http://bit.ly/2fGvvyL,Guodian Power Development Co 66%; Yunnan Electric Power Investment Group 34%.,"National Energy Investment Group (66%), Yunnan Energy Investment Group (34%)",300,Operating,East Asia,China,Yunnan,26.1874585,104.1113177,2000
G111238,Xuanwei power station Unit 6,国电宣威发电公司五期,Xuanwei power station,http://bit.ly/2fGvvyL,Guodian Power Development Co 66%; Yunnan Electric Power Investment Group 34%.,"National Energy Investment Group (66%), Yunnan Energy Investment Group (34%)",300,Operating,East Asia,China,Yunnan,26.1874585,104.1113177,2000
G111239,Xuanwei power station Unit 7,国电宣威发电公司六期,Xuanwei power station,http://bit.ly/2fGvvyL,Guodian Power Development Co 66%; Yunnan Electric Power Investment Group 34%.,"National Energy Investment Group (66%), Yunnan Energy Investment Group (34%)",300,Operating,East Asia,China,Yunnan,26.1874585,104.1113177,2003
G111240,Xuanwei power station Unit 8,国电宣威发电公司六期,Xuanwei power station,http://bit.ly/2fGvvyL,Guodian Power Development Co 66%; Yunnan Electric Power Investment Group 34%.,"National Energy Investment Group (66%), Yunnan Energy Investment Group (34%)",300,Operating,East Asia,China,Yunnan,26.1874585,104.1113177,2003
G111241,Xuanwei power station Unit 9,国电宣威发电公司七期,Xuanwei power station,http://bit.ly/2fGvvyL,Guodian Power Development Co 66%; Yunnan Electric Power Investment Group 34%.,"National Energy Investment Group (66%), Yunnan Energy Investment Group (34%)",300,Operating,East Asia,China,Yunnan,26.1874585,104.1113177,2007
